CCN(CC)c1ccc2c(c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1ccccc1)=C2,48
CCN(CC)c1ccc2c(c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1ccc(F)cc1)=C2,46
CCN(CC)c1ccc2c(c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1ccc(Cl)cc1)=C2,88
CCN(CC)c1ccc2c(c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1ccc(OC)cc1)=C2,41
CCN(CC)c1ccc([N+]2=Cc3ccc(N(CC)CC)cc3O[B-]2(c2ccccc2)c2ccccc2)cc1,54
CCN(CC)c1ccc2c(c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1ccc(C(=O)OC)cc1)=C2,137
CCOC(=O)c1ccc([N+]2=Cc3ccc(N(CC)CC)cc3O[B-]2(c2ccccc2)c2ccccc2)cc1,176
CCN(CC)c1ccc(/C=N/c2ccc(/C(C#N)=C/c3ccc(N(CC)CCO)cc3)cc2)c(O)c1,27
Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,667
CCOC(=O)CN(CC(=O)OCC)c1ccc(-c2cc(-c3ccccn3)cc(-c3ccccn3)c2)cc1,71
CCOC(=O)CN(CC(=O)OCC)c1ccc(-c2cc(-c3cccnc3)cc(-c3cccnc3)c2)cc1,105
CCOC(=O)CN(CC(=O)OCC)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccncc3)c2)cc1,94
CCN(CC)c1ccc2cc(/C=N/NC(=S)SCc3ccccc3)c(=O)oc2c1,275
CN(CCO)c1ccc(/C=C(\C#N)c2ccc([N+](=O)[O-])cc2)cc1,1045.88
CCN(CCO)c1ccc(/C=C(\C#N)c2ccc([N+](=O)[O-])cc2)cc1,3951.13
N#C/C(=C\c1ccc(N(CCO)CCO)cc1)c1ccc([N+](=O)[O-])cc1,7581.88
CN(CCO)c1ccc(/C=C(\C#N)c2ccc(N)cc2)cc1,890.23
CCN(CCO)c1ccc(/C=C(\C#N)c2ccc(N)cc2)cc1,936.58
N#C/C(=C\c1ccc(N(CCO)CCO)cc1)c1ccc(N)cc1,3790.94
CCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCC)cc3)nc(-c3ccc(-c4ccc(-c5nc(/C=C/c6ccc(OCCCCCCCC)cc6)cc(/C=C/c6ccc(OCCCCCCCC)cc6)n5)s4)s3)n2)cc1,1352
O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1ccccc1,187
O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1ccccn1,156
O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1cccnc1,215
CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3ccccc3)s2)cc1,422
CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3ccccn3)s2)cc1,820
CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3cccnc3)s2)cc1,545
CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(/C=C/c2c3ccccc3c(C=C3C(=O)CC(C)(C)CC3=O)c3ccccc23)cc1,700
CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(/C=C/c2c3ccccc3c(C=C3C(=O)c4ccccc4C3=O)c3ccccc23)cc1,970
CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C=C3C(=O)CC(C)(C)CC3=O)c3ccccc23)cc1,1000
CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C=C3C(=O)c4ccccc4C3=O)c3ccccc23)cc1,2500
CN(C)c1cccc2c(/C=C3\CC/C(=C\c4ccc(N(C)C)c5c(N(C)C)cccc45)C3=O)ccc(N(C)C)c12,600
CCN(CC)c1ccc(/C=C/c2cccs2)cc1,3851
C(=C/c1cccs1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,230
CCOc1ccc(N(c2ccc(/C=C/c3cccs3)cc2)c2ccc(OCC)cc2)cc1,2900
CCN(CC)c1ccc(/C=C/C(=O)c2cccs2)cc1,8300
O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccs1,8700
CCOc1ccc(N(c2ccc(/C=C/C(=O)c3cccs3)cc2)c2ccc(OCC)cc2)cc1,2785
COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(-c3nc(/C=C/c4ccc(OC)c(OC)c4)cc(/C=C/c4ccc(OC)c(OC)c4)n3)n2)cc1OC,325
CCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCC,380
CCCCCCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCCCCCC,372
CCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCC)c1,120
CCCCCCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCCCCCC)c1,110
N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1420
N#CC(C#N)=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,802
CCCCOc1c(/C=C/c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)sc(/C=C/c2sc(/C=C/c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)c(OCCCC)c2OCCCC)c1OCCCC,3900
CN(C)c1ccc(-c2ccc(C(c3ccc(-c4ccc(N(C)C)cc4)s3)=c3ccc(=C4C=CC(=[N+](C)C)C=C4)s3)s2)cc1,20550
CCn1c2ccccc2c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)cc3)ccc21,4660
CCn1c2ccccc2c2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)c5ccccc5n6CC)cc4)cc3)ccc21,6520
CCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)Sc4ccccc4N5CC)cc3)ccc21,8700
CCN1c2ccccc2Sc2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CC)cc4)cc3)ccc21,10870
Cc1cc(C#N)c(/C=C/c2ccc(N(C)C)cc2)cc1C#N,5560
Cc1cc(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,6670
CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,185
CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)cc21,600
CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)cc21,1200
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc1-2,84
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(N)cc3)ccc1-2,48
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(OC)cc3)ccc1-2,17
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C(C)(C)C)cc3)ccc1-2,21
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C)cc3)ccc1-2,16
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccccc3)ccc1-2,30
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(F)cc3)ccc1-2,15
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C(F)(F)F)cc3)ccc1-2,7
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C#N)cc3)ccc1-2,24
C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(-c4nc(C)c(C)s4)cc3)ccc1-2,64
COc1ccc(/C=C/c2cc(C#N)c(C)cc2C#N)cc1,1660
COc1cc(/C=C/c2cc(C#N)c(C)cc2C#N)cc(OC)c1OC,2100
Cc1cc(C#N)c(/C=C/c2ccc(C#N)cc2)cc1C#N,1480
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3cc(C#N)c(C)cc3C#N)ccc21,2800
Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(C#Cc3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,1000
Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,800
Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,90
Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(/C=C/c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,520
Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(C#Cc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,930
Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(-c3ccccc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10
C(=C/c1nc2ccccc2s1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,16
C(=C/c1nc2ccccc2s1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,180
C(=C/c1nc2ccccc2s1)\c1ccc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,340
COc1cc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)ccc1/C=C/c1nc2ccccc2s1,341
CCC(=O)CCCOc1cc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)ccc1/C=C/c1nc2ccccc2s1,420
N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)cc2)cc1,195
COC(=O)c1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,136
N#CC(C#N)=Cc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,210
COc1cc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)ccc1C=C(C#N)C#N,145
C(=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccncc3)cc2)cc1)\c1ccncc1,100
COC(=O)c1ccc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)cc1,34
C(=C/c1ccc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)cc1)\c1ccncc1,105
Oc1cc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)ccc1/C=C/c1ccncc1,73
COC(=O)c1cc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)ccc1/C=C/c1ccncc1,98
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#N)cc3)c3ccccc23)cc1,210
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4ccc(C#N)cc4)cc3)c3ccccc23)cc1,370
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc3)c3ccccc23)cc1,540
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#CC#Cc3c4ccccc4c(C#Cc4ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc4)c4ccccc34)c3ccccc23)cc1,1000
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4c5ccccc5c(C#Cc5ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc5)c5ccccc45)cc3)c3ccccc23)cc1,720
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4ccc(C#Cc5c6ccccc6c(C#Cc6ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc6)c6ccccc56)cc4)cc3)c3ccccc23)cc1,760
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4ccc(C#Cc5ccc(C#Cc6c7ccccc7c(C#Cc7ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc7)c7ccccc67)cc5)cc4)cc3)c3ccccc23)cc1,820
CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4c(C#N)c(C#Cc5ccc(C#Cc6c7ccccc7c(C#Cc7ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc7)c7ccccc67)cc5)c(C#N)c(C#Cc5ccc(C#Cc6c7ccccc7c(C#Cc7ccc(N(CCCCCCCCCC)CCCCCCCCCC)cc7)c7ccccc67)cc5)c4C#N)cc3)c3ccccc23)cc1,840
CCN(CC)c1ccc2nc3c4cc(OC)ccc4c(=O)cc-3oc2c1,750
CCN(CC)c1ccc2nc3c4cc(OCc5ccc(N(c6ccc(/C=C/c7ccc(-c8nnc(-c9ccc(C(C)(C)C)cc9)o8)cc7)cc6)c6ccc(/C=C/c7ccc(-c8nnc(-c9ccc(C(C)(C)C)cc9)o8)cc7)cc6)cc5)ccc4c(=O)cc-3oc2c1,6700
CCN(CC)c1ccc2nc3c4cc(OCCOc5ccc(N(C(=O)OCc6ccc(N(c7ccc(/C=C/c8ccc(-c9nnc(-c%10ccc(C(C)(C)C)cc%10)o9)cc8)cc7)c7ccc(/C=C/c8ccc(-c9nnc(-c%10ccc(C(C)(C)C)cc%10)o9)cc8)cc7)cc6)C(=O)OCc6ccc(N(c7ccc(/C=C/c8ccc(-c9nnc(-c%10ccc(C(C)(C)C)cc%10)o9)cc8)cc7)c7ccc(/C=C/c8ccc(-c9nnc(-c%10ccc(C(C)(C)C)cc%10)o9)cc8)cc7)cc6)cc5)ccc4c(=O)cc-3oc2c1,11900
CCN(CC)c1ccc2nc3c4cc(OCc5cc(COc6cc(C(=O)OCc7ccc(N(c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)cc7)cc(C(=O)OCc7ccc(N(c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)cc7)c6)cc(COc6cc(C(=O)OCc7ccc(N(c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)cc7)cc(C(=O)OCc7ccc(N(c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)c8ccc(/C=C/c9ccc(-c%10nnc(-c%11ccc(C(C)(C)C)cc%11)o%10)cc9)cc8)cc7)c6)c5)ccc4c(=O)cc-3oc2c1,24100
CCN(CC)c1ccc2nc3c4cc(OCc5cc(C(=O)Oc6ccc(N(c7ccccc7)c7ccc8c(c7)C(CC)(CC)c7cc(-c9nc%10ccccc%10s9)ccc7-8)cc6)cc(C(=O)Oc6ccc(N(c7ccccc7)c7ccc8c(c7)C(CC)(CC)c7cc(-c9nc%10ccccc%10s9)ccc7-8)cc6)c5)ccc4c(=O)cc-3oc2c1,3200
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(CCCCCC)CCCCCC)cc3)cc2)cc1,830
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(/C=C/c4ccc(/C=C/c5ccc(N(CCCCCC)CCCCCC)cc5)cc4)cc3)cc2)cc1,1500
CCCCCCN(CCCCCC)c1ccc(/C=C/c2cc3c(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc2CCc2cc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)c(cc2/C=C/c2ccc(N(CCCCCC)CCCCCC)cc2)CC3)cc1,1500
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(/C=C/c3cc4c(/C=C/c5ccc(/C=C/c6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc3CCc3cc(/C=C/c5ccc(/C=C/c6ccc(N(CCCCCC)CCCCCC)cc6)cc5)c(cc3/C=C/c3ccc(/C=C/c5ccc(N(CCCCCC)CCCCCC)cc5)cc3)CC4)cc2)cc1,3400
CCCCN(CCCC)c1ccc(/C=C/c2cc(C#N)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2C#N)cc1,1750
CCCCN(CCCC)c1ccc(/C=C(\C#N)c2ccc(/C(C#N)=C/c3ccc(N(CCCC)CCCC)cc3)cc2)cc1,890
N#C/C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,730
CCCCN(CCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2)cc1,995
Cc1cccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccccc5)c5cccc(C)c5)cc4)cc3)cc2)c1,805
N#Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)cc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,1890
CCCCN(CCCC)c1ccc(/C=C/C=C/c2ccc(N(CCCC)CCCC)cc2)cc1,230
CCCCN(CCCC)c1ccc(/C=C/C=C/C=C/c2ccc(N(CCCC)CCCC)cc2)cc1,340
CCCCN(CCCC)c1ccc(/C=C/C=C/C=C/C=C/c2ccc(N(CCCC)CCCC)cc2)cc1,410
CCCCN(CCCC)c1ccc(/C=C/c2ccc(N(CCCC)CCCC)cc2)cc1,110
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc(/C=C/c6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,1140
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(C#Cc3ccc4c(c3)Cc3cc(C#Cc5ccc(/C=C/c6ccc(N(CCCCCC)CCCCCC)cc6)cc5)ccc3-4)cc2)cc1,1970
CCN(CC)c1ccc2c(COC(=O)c3ccc(OC)cc3)cc(=O)oc2c1,1
CCN(CC)c1ccc(/C=C/c2ccc3c(COC(=O)c4ccc(OC)cc4)cc(=O)oc3c2)cc1,1
N#C/C(=C\c1ccc(N(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,1016
N#C/C(=C\c1ccc(N(c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)cc1,1484
N#C/C(=C\c1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,814
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(-c3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc2)cc1,900
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc(C#Cc6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,820
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc2)cc1,1050
CCCCCCCCN(CCCCCCCC)c1ccc(/C=C/c2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc(/C=C/c6ccc(N(CCCCCCCC)CCCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,1130
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc(C#Cc6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,1230
